GRIDSIZEKM,GRID_ID,STATE,AREA_SQKM,Albers_X,Albers_Y,Latitude,Longitude,Shape_Length,Shape_Area,GRTS_No,Sample,Surveyed2017,SiteType2017
15.000000000000000,11958.000000000000000,Idaho,225,-1453413.318064251681790,2441596.756179833784699,43.708787370000003,-114.220882259999996,60000.000165627548995,225000001.242206573486328,Id-002,Yes,Yes,Bait
15.000000000000000,11959.000000000000000,Idaho,225,-1438659.388257791055366,2438890.918977956753224,43.710046530000000,-114.033989570000003,60000.000049229965953,225000000.369224756956100,Id-622,No,No,
15.000000000000000,11960.000000000000000,Idaho,225,-1423905.458477956941351,2436185.081742208916694,43.711041309999999,-113.847090710000003,59999.999888588332396,224999999.164412498474121,Id-385,No,No,
15.000000000000000,11976.000000000000000,Wyoming,225,-1187842.581470166100189,2392891.686064251232892,43.691002750000003,-110.857050500000000,59999.999968906653521,224999999.766799837350845,Id-010,Yes,Yes,Bait
15.000000000000000,11978.000000000000000,Wyoming,225,-1158334.721879834076390,2387480.011585747823119,43.683741120000001,-110.483505370000003,59999.999968908137816,224999999.766811072826385,Id-430,No,No,
15.000000000000000,11979.000000000000000,Wyoming,225,-1143580.792027957504615,2384774.174342209007591,43.679714240000003,-110.296763990000002,59999.999852510562050,224999998.893829226493835,Id-042,Yes,Yes,Bait
15.000000000000000,11980.000000000000000,Wyoming,225,-1128826.862214252119884,2382068.337129834108055,43.675423369999997,-110.110045330000005,59999.999772189417854,224999998.291420608758926,Id-442,No,No,
15.000000000000000,11981.000000000000000,Wyoming,225,-1114072.932450000196695,2379362.499900000169873,43.670868579999997,-109.923350819999996,59999.999968908814481,224999999.766816109418869,Id-312,No,No,
15.000000000000000,11985.000000000000000,Wyoming,225,-1055057.213172042975202,2368539.151007790584117,43.650011399999997,-109.176842980000004,60000.000049228627176,225000000.369214683771133,Id-046,Yes,Yes,Bait
15.000000000000000,12822.000000000000000,Idaho,225,-1493488.176714251516387,2555697.613779834471643,44.642847300000000,-114.992521760000002,59999.999968909491145,224999999.766821146011353,Id-269,No,No,
15.000000000000000,12823.000000000000000,Idaho,225,-1478734.246935747796670,2552991.776520165614784,44.645200529999997,-114.803061349999993,60000.000165628211107,225000001.242211610078812,Id-627,No,No,
15.000000000000000,12077.000000000000000,Idaho,225,-1524477.129884418100119,2469879.872144085820764,43.832949020000001,-115.158981179999998,59999.999932830374746,224999999.496227800846100,Id-296,No,No,
15.000000000000000,12078.000000000000000,Idaho,225,-1509723.200107790995389,2467174.034927957225591,43.835535470000003,-114.971773040000002,60000.000049229289289,225000000.369219690561295,Id-194,No,No,
15.000000000000000,12079.000000000000000,Idaho,225,-1494969.270272042835131,2464468.197707791347057,43.837857069999998,-114.784551440000001,60000.000049228627176,225000000.369214683771133,Id-496,No,No,
15.000000000000000,12080.000000000000000,Idaho,225,-1480215.340450000017881,2461762.360450000502169,43.839913799999998,-114.597317829999994,60000.000004986584827,225000000.037399381399155,Id-426,No,No,
15.000000000000000,12081.000000000000000,Idaho,225,-1465461.410649999976158,2459056.523199999704957,43.841705619999999,-114.410073659999995,59999.999968908814481,224999999.766816109418869,Id-018,Yes,Yes,Bait
15.000000000000000,12082.000000000000000,Idaho,225,-1450707.480855914298445,2456350.685984417796135,43.843232520000001,-114.222820380000002,59999.999932830382022,224999999.496227800846100,Id-416,No,No,
15.000000000000000,12083.000000000000000,Idaho,225,-1435953.551022042753175,2453644.848807790782303,43.844494470000001,-114.035559449999994,60000.000013151526218,225000000.098636448383331,Id-034,Yes,Yes,Lure
15.000000000000000,12100.000000000000000,Wyoming,225,-1185136.744249999988824,2407645.615899999625981,43.825408449999998,-110.852361790000003,59999.999736110141384,224999998.020826101303101,Id-421,No,No,
15.000000000000000,12103.000000000000000,Wyoming,225,-1140874.954800000414252,2399528.104150000028312,43.814094920000002,-110.290972890000006,60000.000129550440761,225000000.971628367900848,Id-106,Yes,Yes,Bait
15.000000000000000,12104.000000000000000,Wyoming,225,-1126121.025007791351527,2396822.266927957069129,43.809794539999999,-110.103887020000002,60000.000049229289289,225000000.369219720363617,Id-520,No,No,
15.000000000000000,12105.000000000000000,Wyoming,225,-1111367.095200000330806,2394116.429700000211596,43.805229660000002,-109.916825450000005,59999.999932831713522,224999999.496237874031067,Id-234,No,No,
15.000000000000000,12106.000000000000000,Wyoming,225,-1096613.165392209310085,2391410.592472043354064,43.800400330000002,-109.729789609999997,60000.000049229296565,225000000.369219720363617,Id-122,Yes,Yes,Bait
15.000000000000000,12107.000000000000000,Wyoming,225,-1081859.235607791226357,2388704.755227957386523,43.795306619999998,-109.542780949999994,60000.000049229958677,225000000.369224756956100,Id-058,Yes,Yes,Bait
15.000000000000000,12108.000000000000000,Wyoming,225,-1067105.305792208993807,2385998.918022042606026,43.789948590000002,-109.355800919999993,60000.000013153687178,225000000.098652720451355,Id-110,Yes,Yes,Bait
